Collection,ID,Title,Description,Source,URL,Deadline
grants.gov,133994,The Incidence of Community Associated Influenza and other respiratory Infections in the United States,The Incidence of Community Associated Influenza and other respiratory Infections in the United States,grants.gov,,02142012
grants.gov,134013,Slide Ranch,Slide Ranch,grants.gov,,12312011
grants.gov,134014,Competitive Revision Applications for Research on Neural Processes Underlying Sex Differences Related to Risk and Resilience for Mental Illness (R01),Competitive Revision Applications for Research on Neural Processes Underlying Sex Differences Related to Risk and Resilience for Mental Illness (R01),grants.gov,,03132012
grants.gov,134015,Neural Processes Underlying Sex Differences Related to Risk and Resilience for Mental Illness (R21),Neural Processes Underlying Sex Differences Related to Risk and Resilience for Mental Illness (R21),grants.gov,,03132012
grants.gov,134016,Competitive Revision Applications for Research on Neural Processes Underlying Sex Differences Related to Risk and Resilience for Mental Illness (P50),Competitive Revision Applications for Research on Neural Processes Underlying Sex Differences Related to Risk and Resilience for Mental Illness (P50),grants.gov,,03132012
grants.gov,134033,The Chernobyl Tissue Bank - Coordinating Center (Limited Competition U24),The Chernobyl Tissue Bank - Coordinating Center (Limited Competition U24),grants.gov,,02152012
grants.gov,134053,Summer Undergraduate Research Fellowship (SURF) NIST Gaithersburg Programs,Summer Undergraduate Research Fellowship (SURF) NIST Gaithersburg Programs,grants.gov,,
grants.gov,134073,North Coast Bay and Dunes Outreach and Snowy Plover Education Program,North Coast Bay and Dunes Outreach and Snowy Plover Education Program,grants.gov,,01032012
grants.gov,134094,Onchocerciasis Elimination in the Americas,Onchocerciasis Elimination in the Americas,grants.gov,,01172012
grants.gov,134113,Intertribal Workshop Facilitator for Montana and South Dakota,Intertribal Workshop Facilitator for Montana and South Dakota,grants.gov,,01112012
grants.gov,134153,Power and Thermal Management Technology Development 2 (PATH 2),Power and Thermal Management Technology Development 2 (PATH 2),grants.gov,,12152016
grants.gov,134173,"Water Quality Improvements - Lake Tahoe Basin - El Dorado or Placer County, CA","Water Quality Improvements - Lake Tahoe Basin - El Dorado or Placer County, CA",grants.gov,,01202012
grants.gov,134193,"Water Quality Improvements - Lake Tahoe Basin - Douglas or Washoe County, NV","Water Quality Improvements - Lake Tahoe Basin - Douglas or Washoe County, NV",grants.gov,,01202012
grants.gov,134213,Summer Undergraduate Research Fellowship (SURF) NIST Boulder Programs,Summer Undergraduate Research Fellowship (SURF) NIST Boulder Programs,grants.gov,,
grants.gov,134233,NCI Mentored Research Scientist Development Award to Promote Diversity (K01),NCI Mentored Research Scientist Development Award to Promote Diversity (K01),grants.gov,,12102014
grants.gov,134234,NCI Mentored Clinical Scientist Research Career Development Award to Promote Diversity (K08),NCI Mentored Clinical Scientist Research Career Development Award to Promote Diversity (K08),grants.gov,,12102014
grants.gov,134235,NCI Mentored Patient-Oriented Research Career Development Award to Promote Diversity (K23),NCI Mentored Patient-Oriented Research Career Development Award to Promote Diversity (K23),grants.gov,,12102014
grants.gov,134253,Request For Proposals: Democracy and Human Rights Programs in Sub-Saharan Africa,Request For Proposals: Democracy and Human Rights Programs in Sub-Saharan Africa,grants.gov,,01202012
grants.gov,134254,"Maternal Nutrition and Pre-pregnancy Obesity: Effects on Mothers, Infants and Children (R01)","Maternal Nutrition and Pre-pregnancy Obesity: Effects on Mothers, Infants and Children (R01)",grants.gov,,01072015
grants.gov,134293,Highways for LIFE Technology Partnerships Program &#239;&#191;&#189; 2012 Announcement,Highways for LIFE Technology Partnerships Program &#239;&#191;&#189; 2012 Announcement,grants.gov,,05032012
grants.gov,134294,Office of Postsecondary Education (OPE): Graduate Assistance in Areas of National Need (GAANN) Program CFDA Number 84.200A,Office of Postsecondary Education (OPE): Graduate Assistance in Areas of National Need (GAANN) Program CFDA Number 84.200A,grants.gov,,01202012
grants.gov,134313,Novel Technologies for Rapid and Sensitive Biomonitoring in Humans (SBIR [R43/R44]),Novel Technologies for Rapid and Sensitive Biomonitoring in Humans (SBIR [R43/R44]),grants.gov,,02232012
grants.gov,134333,"BLM OR WA  McKenzie River Corridor Cooperative Maintenance Partnership, Lane County, Oregon","BLM OR WA  McKenzie River Corridor Cooperative Maintenance Partnership, Lane County, Oregon",grants.gov,,01062012
grants.gov,134413,Conducting Public Health Research in South Africa by the National Health Laboratory Service (NHLS),Conducting Public Health Research in South Africa by the National Health Laboratory Service (NHLS),grants.gov,,03012012
grants.gov,134433,Lower Eastside Tenement Musuem,Lower Eastside Tenement Musuem,grants.gov,,12202011
grants.gov,134473,BLM Youth Initiative FY 2012 Projects,BLM Youth Initiative FY 2012 Projects,grants.gov,,01202012
grants.gov,134493,"U of Mass, Tsongas Industrial History Center, Educational Program","U of Mass, Tsongas Industrial History Center, Educational Program",grants.gov,,12212011
grants.gov,134513,Partnerships for Development of Therapeutics and Diagnostics for Biodefense (R01),Partnerships for Development of Therapeutics and Diagnostics for Biodefense (R01),grants.gov,,05242012
grants.gov,134533,"Epidemiology, Prevention and Treatment of Influenza and Other Respiratory Infections in Ghana","Epidemiology, Prevention and Treatment of Influenza and Other Respiratory Infections in Ghana",grants.gov,,02142012
grants.gov,134534,Limited Competition: Planning Grants for Hubs of Interdisciplinary Research and Training in Global Environmental and Occupational Health (GEOHealth) (P20),Limited Competition: Planning Grants for Hubs of Interdisciplinary Research and Training in Global Environmental and Occupational Health (GEOHealth) (P20),grants.gov,,03072012
grants.gov,134535,Studies at the Animal-Human Interface of Influenza and Other Zoonotic Diseases in Vietnam,Studies at the Animal-Human Interface of Influenza and Other Zoonotic Diseases in Vietnam,grants.gov,,02142012
grants.gov,134553,"Epidemiology, Prevention and Treatment of Influenza and Other Respiratory Infections in Panama and Central America Region","Epidemiology, Prevention and Treatment of Influenza and Other Respiratory Infections in Panama and Central America Region",grants.gov,,02142012
grants.gov,134573,International Sports Programming Initiative (ISPI),International Sports Programming Initiative (ISPI),grants.gov,,02032012
grants.gov,134574,The NCI Transition Career Development Award to Promote Diversity (K22),The NCI Transition Career Development Award to Promote Diversity (K22),grants.gov,,12102014
grants.gov,134593,Morris K. Udall Centers of Excellence for Parkinsons Disease Research (P50),Morris K. Udall Centers of Excellence for Parkinsons Disease Research (P50),grants.gov,,02212012
grants.gov,134613,Research Dissemination and Implementation Grants (R18),Research Dissemination and Implementation Grants (R18),grants.gov,,05072013
grants.gov,134633,"Support of Highway Research, Development and Deployment Activities","Support of Highway Research, Development and Deployment Activities",grants.gov,,12292011
grants.gov,134653,Ozark Centers for Resource Studies,Ozark Centers for Resource Studies,grants.gov,,12272011
grants.gov,134654,Establishing MEPI Alumni Network Local Chapters,Establishing MEPI Alumni Network Local Chapters,grants.gov,,01192012
grants.gov,134673,Public Health Conference Support Program,Public Health Conference Support Program,grants.gov,,02022012
grants.gov,134693,Wayside Exhibit and Interpretive Brochures Design at Sand Creek Massacre National Historic Site and Bent&#146;s New Fort,Wayside Exhibit and Interpretive Brochures Design at Sand Creek Massacre National Historic Site and Bent&#146;s New Fort,grants.gov,,12212011
grants.gov,134713,Brownfields Conferences Co-Sponsorship 2013-2017,Brownfields Conferences Co-Sponsorship 2013-2017,grants.gov,,02102012
grants.gov,134733,Research Grants for Preventing Violence and Violence Related Injury,Research Grants for Preventing Violence and Violence Related Injury,grants.gov,,03162012
grants.gov,134734,Identifying Modifiable Protective Factors for Intimate Partner Violence or Sexual Violence Prevention,Identifying Modifiable Protective Factors for Intimate Partner Violence or Sexual Violence Prevention,grants.gov,,03162012
grants.gov,134753,Fiscal Year 2013 National Sea Grant College Program Dean John A. Knauss Marine Policy Fellowship,Fiscal Year 2013 National Sea Grant College Program Dean John A. Knauss Marine Policy Fellowship,grants.gov,,03302012
grants.gov,134773,Regional Genetic and Newborn Screening Services Collaboratives: Heritable Disorders Program,Regional Genetic and Newborn Screening Services Collaboratives: Heritable Disorders Program,grants.gov,,01272012
grants.gov,134793,Hispanic Serving Institutions (HSI) Education Grants Program,Hispanic Serving Institutions (HSI) Education Grants Program,grants.gov,,03082012
grants.gov,134794,Healthy Start Initiative: Eliminating Disparities in Perinatal Health (General Population),Healthy Start Initiative: Eliminating Disparities in Perinatal Health (General Population),grants.gov,,01272012
grants.gov,134813,2012 Marine Education and Training Mini Grant Program,2012 Marine Education and Training Mini Grant Program,grants.gov,,03302012
grants.gov,134833,2012 Partnerships for the Marine Mammal Response and Hawaiian Monk Seal Recovery Program,2012 Partnerships for the Marine Mammal Response and Hawaiian Monk Seal Recovery Program,grants.gov,,03162012
grants.gov,134853,Alaska Native Organization Co-Management Funding Program,Alaska Native Organization Co-Management Funding Program,grants.gov,,03192012
grants.gov,134854,ROSES 2011:Astrobiology: Exobiology and Evolutionary Biology,ROSES 2011:Astrobiology: Exobiology and Evolutionary Biology,grants.gov,,03022012
grants.gov,134873,State Justice Statistics Program for Statistical Analysis Centers,State Justice Statistics Program for Statistical Analysis Centers,grants.gov,,02062012
grants.gov,134893,"Healthy Start Initiative: Eliminating Disparities in Perinatal Health (Border, Alaska, and Hawaii)","Healthy Start Initiative: Eliminating Disparities in Perinatal Health (Border, Alaska, and Hawaii)",grants.gov,,01272012
grants.gov,134933,Green Housing Study: Follow-up Measurements of Housing Factors and Respiratory Health of Children located in Cincinnati and Boston (U01),Green Housing Study: Follow-up Measurements of Housing Factors and Respiratory Health of Children located in Cincinnati and Boston (U01),grants.gov,,01182012
grants.gov,134934,HIV Early Intervention Services (EIS) Program Existing Geographic Service Areas (EISEGA),HIV Early Intervention Services (EIS) Program Existing Geographic Service Areas (EISEGA),grants.gov,,01312012
grants.gov,134953,FAA Aviation Research and Development Grants,FAA Aviation Research and Development Grants,grants.gov,,09062020
grants.gov,134973,Reducing Health Disparities among People with Intellectual Disabilities,Reducing Health Disparities among People with Intellectual Disabilities,grants.gov,,02132012
grants.gov,134993,Cyber-Physical Systems,Cyber-Physical Systems,grants.gov,,01222013
grants.gov,135013,Applications for New Awards; Upward Bound Program (Regular Upward  Bound (UB) CFDA 84.047A,Applications for New Awards; Upward Bound Program (Regular Upward  Bound (UB) CFDA 84.047A,grants.gov,,02012012
grants.gov,135033,National Shrine of the Bill of Rights,National Shrine of the Bill of Rights,grants.gov,,12232011
grants.gov,135053,Dwight David Eisenhower Transportation Fellowship Program,Dwight David Eisenhower Transportation Fellowship Program,grants.gov,,02102012
grants.gov,135073,Garrett A. Morgan Technology and Transportation Education Program,Garrett A. Morgan Technology and Transportation Education Program,grants.gov,,02172012
grants.gov,135093,"Service Area Competition-Additional Areas (Boydton, VA)","Service Area Competition-Additional Areas (Boydton, VA)",grants.gov,,02012012
grants.gov,135113,Abandoned Mineral Lands Database Support,Abandoned Mineral Lands Database Support,grants.gov,,12222011
grants.gov,135133,National Ocean Sciences Accelerator Mass Spectrometry Facility,National Ocean Sciences Accelerator Mass Spectrometry Facility,grants.gov,,03192012
grants.gov,135153,Geoscientists in the Parks,Geoscientists in the Parks,grants.gov,,12222011
grants.gov,135154,State Implementation Grants for Systems of Services for Children and Youth with Special Health Care Needs (CYSHCN),State Implementation Grants for Systems of Services for Children and Youth with Special Health Care Needs (CYSHCN),grants.gov,,03012012
